,towns,lon,lat
2573,"Stockbridge, Massachusetts",-73.3203862,42.2875874
2574,"Stockbridge, Vermont",-72.7538555,43.7839353
2575,"Stockholm, New York",-74.8397652,44.7563928
2576,"Stoneham, Massachusetts",-71.0999719,42.4802469
2577,"Stonington, Connecticut",-71.9058854,41.3358915
2578,"Stoughton, Massachusetts",-71.1092012,42.1229099
2579,"Stow, Massachusetts",-71.5056199,42.4370374
2580,"Stow, Vermont",-72.6874023,44.4654332
2581,"Stowe, Vermont",-72.6874023,44.4654332
2582,"Strafford, Vermont",-72.3778728,43.8664568
2583,"Strasburg, Pennsylvania",-76.1841226,39.9831559
2584,"Stratford, Connecticut",-73.1331651,41.1845415
2585,"Stratford, New York",-74.6968146,43.1797921
2586,"Stratham, New Hampshire",-70.9163873,43.0228677
2587,"Stratton, Vermont",-72.9109334,43.0428562
2588,"Strawberry, Arkansas",-91.3212426,35.9675725
2589,"Strong, Maine",-70.2208981,44.8075572
2590,"Strong, Massachusetts",-72.673369,42.232274
2591,"Stroudwater, Massachusetts",-70.2876404,43.6613602
2592,"Stuben, Maine",-67.9652562,44.5107169
2593,"Sturbridge, Massachusetts",-72.0787059,42.1084122
2594,"Sudbury, Massachusetts",-71.4161725,42.3834278
2595,"Sudbury, Vermont",-73.2045583,43.7992291
2596,"Suffield, Connecticut",-72.7017741,41.9915062
2597,"Suffrage, New York",-74.0059413,40.7127837
2598,"Sugar Creek, Illinois",-89.6628111,38.6105426
2599,"Sullivan, Maine",-68.1518287,44.5265074
2600,"Sullivan, Massachusetts",-71.076994,42.383975
2601,"Sullivan, New York",-75.8468569,43.0545116
2602,"Sumner, Maine",-70.4383944,44.3920113
2603,"Sumner, Massachusetts",-71.1151431,42.3097365
2604,"Sunbury, Pennsylvania",-76.7944104,40.862585
2605,"Sunderland, Massachusetts",-72.5795115,42.4663727
2606,"Sunderland, Vermont",-73.1180595,43.1113938
2607,"Sunkhayze, Maine",-67.599161,44.6503551
2608,"Sunkhaze, Maine",-68.5739009,44.9792053
2609,"Surry, Maine",-68.5016874,44.4959099
2610,"Surry, Massachusetts",-71.1810126,42.423561
2611,"Sutton, Massachusetts",-71.7632878,42.1500353
2612,"Sutton, Vermont",-72.0256525,44.6331085
2613,"Swain, Pennsylvania",-74.8626245,40.0984396
2614,"Swansea, Massachusetts",-71.1895617,41.748162
2615,"Swansville, Maine",-68.9978129,44.5211855
2616,"Swanton, Vermont",-73.1242977,44.9180982
2617,"Swanville, Maine",-68.9978129,44.5211855
2618,"Swanville, Massachusetts",-71.3824374,42.4072107
2619,"Sweden, Maine",-70.8228959,44.133285
2620,"Sweden, Massachusetts",-71.051268,42.3503979
2621,"Sweden, New York",-77.9510209,43.1726909
2622,"Tabeaux, Missouri",-93.7238289,39.2044591
2623,"Taney Town, Maryland",-77.1744279,39.6578773
2624,"Taney-town, Maryland",-77.1744279,39.6578773
2625,"Taneytown, Maryland",-77.1744279,39.6578773
2626,"Tanneytown, Maryland",-77.1744279,39.6578773
2627,"Taunton, Massachusetts",-71.0897674,41.900101
2628,"Taylorstown, Pennsylvania",-80.3781203,40.1597941
2629,"Temple, Maine",-70.2264519,44.6850592
2630,"Temple, Massachusetts",-70.956842,42.0813679
2631,"Templeton, Massachusetts",-72.067579,42.555644
2632,"Tenmouth, Vermont",-73.0495501,43.448682
2633,"Tennessee, New York",-89.987088,35.119586
2634,"Tewksbury, Massachusetts",-71.2342248,42.6106478
2635,"Thetford, Vermont",-72.2434689,43.8250578
2636,"Thomaston, Maine",-69.1816955,44.0789574
2637,"Thomaston, Massachusetts",-73.0176471,41.575503
2638,"Thomastown, Maine",-69.4454689,45.253783
2639,"Thomastown, Massachusetts",-70.8400391,41.8753803
2640,"Thompson, Connecticut",-71.8792264,41.9840732
2641,"Thompson, New York",-74.663464,41.6543833
2642,"Thompsonboro, Massachusetts",-71.3824374,42.4072107
2643,"Thorndike, Maine",-69.236966,44.6029084
2644,"Thorndike, Massachusetts",-72.3356375,42.1875933
2645,"Thurman, New York",-73.915959,43.5334001
2646,"Ticonderoga, New York",-73.4234531,43.8486707
2647,"Tielly, New York",-74.0059413,40.7127837
2648,"Tinmouth, Vermont",-73.0495501,43.448682
2649,"Tioga, New York",-76.34791,42.056903
2650,"Tisbury, Massachusetts",-70.6141097,41.4558899
2651,"Tiverton, Rhode Island",-71.2134231,41.6259211
2652,"Toboyne, Pennsylvania",-77.5848665,40.2686013
2653,"Tolland, Connecticut",-72.3686931,41.8714865
2654,"Tolland, Massachusetts",-73.0162159,42.0834259
2655,"Tolland, New York",-73.0162159,42.0834259
2656,"Tompkins, New York",-76.5488232,42.4575747
2657,"Topsfield, Massachusetts",-70.9495053,42.6375941
2658,"Topsham, Maine",-69.9759459,43.9275435
2659,"Topsham, Massachusetts",-69.9619281,43.9096758
2660,"Topsham, Vermont",-72.2550956,44.1281193
2661,"Topshaw, Vermont",-72.2550956,44.1281193
2662,"Torrington, Connecticut",-73.1211715,41.8003049
2663,"Townsend, Massachusetts",-71.7051265,42.6667718
2664,"Townsend, Vermont",-72.6678428,43.0472267
2665,"Townshend, Vermont",-72.6678428,43.0472267
2666,"Trappe, Maryland",-76.0579956,38.6584506
2667,"Trenton, Maine",-68.3700178,44.4389668
2668,"Trenton, Massachusetts",-74.7314962,40.2254452
2669,"Trenton, New York",-75.2245693,43.228708
2670,"Triana, Alabama",-86.7333314,34.5862032
2671,"Troupsburg, New York",-77.5460982,42.0436813
2672,"Troupsburgh, New York",-77.5460982,42.0436813
2673,"Troy, Massachusetts",-72.1771541,42.8314347
2674,"Troy, New York",-73.6917851,42.7284117
2675,"Troy, Vermont",-72.4058438,44.9042338
2676,"Trumbull, Connecticut",-73.2006639,41.2428563
2677,"Truro, Massachusetts",-70.0490107,41.99477
2678,"Truxton, New York",-76.0285349,42.7120125
2679,"Tryingham, Massachusetts",-73.2037171,42.2459215
2680,"Tuckahoe, Pennsylvania",-73.824327,40.962288
2681,"Tully, New York",-76.1093695,42.7981229
2682,"Tulpenhocken, Pennsylvania",-75.1869444,40.0352778
2683,"Tunbridge, Vermont",-72.4782827,43.9198761
2684,"Turin, New York",-75.4112896,43.6272915
2685,"Turkey Hill, Illinois",-89.9006578,38.4697721
2686,"Turloch, New York",-74.0059413,40.7127837
2687,"Turnbridge, Vermont",-72.4782827,43.9198761
2688,"Turner, Maine",-70.2561671,44.2564588
2689,"Turner, Massachusetts",-71.2846432,42.0811509
2690,"Turnin, New York",-75.4112896,43.6272915
2691,"Tyngsboro, Massachusetts",-71.4244224,42.6766696
2692,"Tyngsborough, Massachusetts",-71.4244224,42.6766696
2693,"Tyringham, Massachusetts",-73.2037171,42.2459215
2694,"Tyrone, Pennsylvania",-78.2386244,40.6706184
2695,"Tywappity, Missouri",-89.3606298,36.9093926
2696,"Ulsysses, New York",-76.6181655,42.5236928
2697,"Ulysses, New York",-76.6181655,42.5236928
2698,"Unadilla, New York",-75.3123969,42.3253586
2699,"Unandilla, New York",-75.3123969,42.3253586
2700,"Underhill, Vermont",-72.9451267,44.5258842
2701,"Unicorn, Pennsylvania",-76.1518977,39.8367709
2702,"Union, Arkansas",-92.539603,33.1431092
2703,"Union, Connecticut",-72.1572992,41.9909296
2704,"Union, Illinois",-88.5423132,42.2330782
2705,"Union, Maine",-69.293927,44.2296917
2706,"Union, Massachusetts",-75.9602506,42.1045238
2707,"Union, Missouri",-91.0084762,38.4500517
2708,"Union, New York",-93.2599318,40.8516701
2709,"Union, Pennsylvania",-77.0564464,40.9894888
2710,"Unionville, Illinois",-88.546712,37.1222781
2711,"Unity, Maine",-69.3345032,44.6111643
2712,"Unity, Massachusetts",-72.5510827,42.6018846
2713,"Unity, Pennsylvania",-79.4478858,40.2939739
2714,"Unknown Town 1, New York",-74.2126853,40.5089712
2715,"Unknown Town 2, New York",-74.2126853,40.5089712
2716,"Unknown Town 3, New York",-74.2126853,40.5089712
2717,"Unknown Town 4, New York",-74.2126853,40.5089712
2718,"Unknown Town, New York",-74.2126853,40.5089712
2719,"Unknown, New York",-74.2126853,40.5089712
2720,"UNKNOWN, New York",-74.2126853,40.5089712
2721,"Unkown, New York",-73.6730611,41.4102096
2722,"Upper Cuivre, Missouri",-91.1931819,39.340404
2723,"Upper Malborough, Maryland",-76.7496909,38.8159473
2724,"Upper Marlborough, Maryland",-76.7496909,38.8159473
2725,"Upper Paxton, Pennsylvania",-76.9297354,40.5665813
2726,"Upton, Massachusetts",-71.6022583,42.1744878
2727,"Uxbridge, Massachusetts",-71.6302532,42.0772429
2728,"Vandalia, Illinois",-89.0936778,38.9606009
2729,"Vansville, Maryland",-76.8955291,39.0434427
2730,"Vassalboro, Massachusetts",-71.3824374,42.4072107
2731,"Vassalborough, Maine",-69.6777605,44.4588807
2732,"Vassalborough, Massachusetts",-71.3824374,42.4072107
2733,"Vaugine, Arkansas",-92.0077316,34.2035673
2734,"Venice, New York",-76.5719414,42.7106747
2735,"Vernon, Connecticut",-72.479037,41.8186802
2736,"Vernon, New York",-75.5393442,43.0795135
2737,"Vernon, Vermont",-72.5134223,42.7620271
2738,"Verona, New York",-75.5706945,43.1381455
2739,"Versailles, Pennsylvania",-79.8311582,40.3156253
2740,"Vershire, Vermont",-72.3395077,43.9729649
2741,"Victory, New York",-76.6543926,43.197289
2742,"Vienna, Illinois",-88.8978434,37.4153295
2743,"Vienna, Maine",-69.9847779,44.5333976
2744,"Vienna, Maryland",-75.8246563,38.4848393
2745,"Vienna, Massachusetts",-72.495828,42.169026
2746,"Vinabhaven, Massachusetts",-71.3824374,42.4072107
2747,"Vinalhaven, Maine",-68.8870077,44.0088654
2748,"Vinalhaven, Massachusetts",-71.3824374,42.4072107
2749,"Virgel, New York",-76.1943742,42.5106272
2750,"Virgil, New York",-76.1943742,42.5106272
2751,"Voluntown, Connecticut",-71.8683346,41.5725461
2752,"Waitsfield, Vermont",-72.7798479,44.1926386
2753,"Wakefield, Illinois",-88.2439308,38.8400463
2754,"Wakefield, New Hampshire",-71.0288751,43.5536938
2755,"Walden, Vermont",-72.2231563,44.4497781
2756,"Waldo, Maine",-69.0761483,44.5125736
2757,"Waldoboro, Massachusetts",-71.3824374,42.4072107
2758,"Waldoborough, Maine",-69.3756017,44.0952725
2759,"Waldoborough, Massachusetts",-71.3824374,42.4072107
2760,"Waldsborough, Massachusetts",-71.3824374,42.4072107
2761,"Wales, Maine",-70.0608896,44.1523636
2762,"Wales, Massachusetts",-72.2223007,42.0695393
2763,"Walkill, New York",-74.1840358,41.6056492
2764,"Wall Kill, New York",-74.1840358,41.6056492
2765,"Wallingford, Connecticut",-72.8230736,41.4570108
2766,"Wallingford, Vermont",-72.9773692,43.4717467
2767,"Wallkill, New York",-74.1840358,41.6056492
2768,"Walnut, Arkansas",-91.4553603,34.7803775
2769,"Walpole, Massachusetts",-71.2495096,42.1417442
2770,"Walpole, New Hampshire",-72.4258229,43.0794944
2771,"Waltham, Massachusetts",-71.2356113,42.3764852
2772,"Waltham, Vermont",-73.2425607,44.1409284
2773,"Walton, New York",-75.1293351,42.1695296
2774,"Ward, Massachusetts",-70.9055979,42.2078876
2775,"Wardsboro, Vermont",-72.7897975,43.0409512
2776,"Wardsborough, Vermont",-72.7284436,43.0079985
2777,"Ware, Massachusetts",-72.2398566,42.2598457
2778,"Wareham, Massachusetts",-70.7197342,41.7614511
2779,"Warm Springs, Arkansas",-91.0515156,36.4803404
2780,"Warner, New Hampshire",-71.8334145,43.2556568
2781,"Warren, Connecticut",-73.3487303,41.7428733
2782,"Warren, Maine",-69.2531464,44.116967
2783,"Warren, Massachusetts",-72.191185,42.2125423
2784,"Warren, New York",-74.9209865,42.8472949
2785,"Warren, Rhode Island",-71.2825493,41.7303793
2786,"Warren, South Carolina",-81.300397,33.0219098
2787,"Warren, Vermont",-72.8559474,44.112005
2788,"Warrensburg, Tennessee",-83.094326,36.1273197
2789,"Warrenton, North Carolina",-78.1552706,36.3984803
2790,"Warrren, New York",-74.9209865,42.8472949
2791,"Warsaw, Maine",-91.2530258,40.3949494
2792,"Warsaw, New York",-78.1327881,42.740061
2793,"Warwarsink, New York",-74.3573343,41.7588883
2794,"Warwasing, New York",-74.3573343,41.7588883
2795,"Warwick, Maryland",-75.7782679,39.4167785
2796,"Warwick, Massachusetts",-72.3389743,42.6820293
2797,"Warwick, New York",-74.3598755,41.256483
2798,"Warwick, Rhode Island",-71.4161671,41.7001009
2799,"Washingnton, New York",-73.3708696,43.2519472
2800,"Washington, Connecticut",-73.3107223,41.630267
2801,"Washington, Illinois",-89.4073123,40.7036482
2802,"Washington, Kentucky",-85.1479364,37.7516142
2803,"Washington, Maine",-69.3676576,44.2735583
2804,"Washington, Massachusetts",-73.116214,42.36592
2805,"Washington, Mississippi",-91.2992784,31.5787773
2806,"Washington, New Hampshire",-72.0967507,43.1759107
2807,"Washington, New York",-73.3708696,43.2519472
2808,"Washington, Pennsylvania",-80.2461714,40.17396
2809,"Washington, Tennessee",-82.5185837,36.3321016
2810,"Washington, Vermont",-72.432601,44.105619
2811,"Water Vliet, New York",-73.7012299,42.7300783
2812,"Water-Vliet, New York",-73.7012299,42.7300783
2813,"Waterboro, Massachusetts",-71.3824374,42.4072107
2814,"Waterborough, Maine",-70.7145912,43.5354332
2815,"Waterborough, Massachusetts",-71.3824374,42.4072107
2816,"Waterbury, Connecticut",-73.0514965,41.5581525
2817,"Waterbury, Vermont",-72.756229,44.3378343
2818,"Waterford, Connecticut",-72.164816,41.3542395
2819,"Waterford, Maine",-70.7091738,44.1932639
2820,"Waterford, Massachusetts",-73.723868,42.787624
2821,"Waterford, New York",-73.6812293,42.7925777
2822,"Waterford, Pennsylvania",-79.9844968,41.942833
2823,"Waterford, Vermont",-71.9508384,44.3729726
2824,"Watertown, Connecticut",-73.1183397,41.6062042
2825,"Watertown, Massachusetts",-71.1828321,42.3709299
2826,"Watertown, New York",-75.9107565,43.9747838
2827,"Waterville, Maine",-69.6317121,44.5520105
2828,"Waterville, Massachusetts",-70.8408728,41.9170468
2829,"Watervliet, New York",-73.7012299,42.7300783
2830,"Watvervliet, New York",-73.7012299,42.7300783
2831,"Wawarsink, New York",-74.3573343,41.7588883
2832,"Wayne, Illinois",-88.242369,41.9508336
2833,"Wayne, Maine",-70.0661649,44.3486793
2834,"Wayne, Massachusetts",-84.9761006,40.4135328
2835,"Wayne, New York",-77.1055262,42.4709046
2836,"Waynesboro', North Carolina",-79.0192997,35.7595731
2837,"Waynesburg, Pennsylvania",-80.1792299,39.8964641
2838,"Waynesburgh, Pennsylvania",-80.1792299,39.8964641
2839,"Weathersfield, Vermont",-72.4494848,43.3921862
2840,"Weissenburg, Pennsylvania",-77.1945247,41.2033216
2841,"Welborn, Arkansas",-92.797901,35.1606819
2842,"Weld, Maine",-70.4214542,44.6986707
2843,"Weld, Massachusetts",-71.1453628,42.2934638
2844,"Welles, Vermont",-73.2042744,43.4172937
2845,"Wellfleet, Massachusetts",-70.0309753,41.9305468
2846,"Wellford, Vermont",-72.5778415,44.5588028
2847,"Wellington, Massachusetts",-71.0771224,42.4018163
2848,"Wells, Maine",-70.5805209,43.3222329
2849,"Wells, Massachusetts",-73.1340081,42.5783319
2850,"Wells, New York",-74.2895826,43.3959017
2851,"Wells, Vermont",-73.2042744,43.4172937
2852,"Wendell, Massachusetts",-72.396722,42.5481852
2853,"Wenham, Massachusetts",-70.8911612,42.604261
2854,"Wescasset, Massachusetts",-71.226906,42.698534
2855,"Wesfield, New York",-79.5781027,42.32228
2856,"Wesport, New York",-73.4356831,44.1839413
2857,"West Boylston, Massachusetts",-71.785627,42.3667589
2858,"West Bridgewater, Massachusetts",-71.0078215,42.0189894
2859,"West Cambridge, Massachusetts",-71.1359393,42.3774469
2860,"West Chester, New York",-74.0059413,40.7127837
2861,"West Fairlee, Vermont",-72.262857,43.9091616
2862,"West Greenwich, Rhode Island",-71.6638132,41.6285498
2863,"West Hampton, Massachusetts",-72.7745382,42.3028667
2864,"West Hanover, Pennsylvania",-76.745195,40.3650711
2865,"West Haven, Vermont",-73.3826585,43.6382658
2866,"West Newbury, Massachusetts",-70.989778,42.8014795
2867,"West Springfield, Massachusetts",-72.6203675,42.1070383
2868,"West Stockbridge, Massachusetts",-73.3677582,42.3338097
2869,"West-Chester, New York",-74.0059413,40.7127837
2870,"West, Illinois",-88.6144839,40.3210139
2871,"Westboro, Massachusetts",-71.6161294,42.2695216
2872,"Westborough, Massachusetts",-71.6161294,42.2695216
2873,"Westbrook, Maine",-70.3711617,43.6770252
2874,"Westbrook, Massachusetts",-72.6292562,42.4131439
2875,"Westchester, New York",-73.7948516,41.1220194
2876,"Westchester, Pennsylvania",-75.6054882,39.9606643
2877,"Westerlo, New York",-74.0454099,42.5150785
2878,"Westerloo, New York",-74.0454099,42.5150785
2879,"Westerly, Rhode Island",-71.8272871,41.3775987
2880,"Western, Massachusetts",-70.6891544,42.5944125
2881,"Western, New York",-75.3878525,43.3447295
2882,"Westfield, Massachusetts",-72.749538,42.1250929
2883,"Westfield, New York",-79.5781027,42.32228
2884,"Westfield, Vermont",-72.4284431,44.8894911
2885,"Westford, Massachusetts",-71.4378411,42.5792583
2886,"Westford, Vermont",-72.9977003,44.5983349
2887,"Westhampton, Massachusetts",-72.7745382,42.3028667
2888,"Westhaven, Vermont",-73.3826585,43.6382658
2889,"Westminster, Maryland",-76.9958149,39.5753791
2890,"Westminster, Massachusetts",-71.9106308,42.5459227
2891,"Westminster, Vermont",-72.4587404,43.0678307
2892,"Westmore, Vermont",-72.0548206,44.7714384
2893,"Westmoreland, New York",-75.4037358,43.1162663
2894,"Weston, Connecticut",-73.3806748,41.2009294
2895,"Weston, Massachusetts",-71.3031132,42.3667625
2896,"Weston, Vermont",-72.7929085,43.2913008
2897,"Westport, Massachusetts",-71.0735476,41.5700183
2898,"Westport, New York",-73.4356831,44.1839413
2899,"Wethersfield, Connecticut",-72.6596244,41.7063537
2900,"Weybridge, Vermont",-73.2143577,44.0498636
2901,"Weymouth, Massachusetts",-70.9410356,42.2180724
2902,"Wharton, Pennsylvania",-78.0197234,41.5317315
2903,"Whately, Massachusetts",-72.6348118,42.4398101
2904,"Wheatland, New York",-77.8183052,43.0134418
2905,"Wheeler, New York",-77.3324807,42.4303485
2906,"Wheelock, Vermont",-72.088507,44.5882056
2907,"White Hall, New York",-73.4037234,43.5556231
2908,"White Plains, New York",-73.7629097,41.0339862
2909,"Whitefield, Maine",-69.6253222,44.1700735
2910,"Whitefield, Massachusetts",-71.1734091,41.6688665
2911,"Whitehall, New York",-73.4037234,43.5556231
2912,"Whitemarsh, Pennsylvania",-75.2362381,40.1192546
2913,"Whiteplains, New York",-73.7629097,41.0339862
2914,"Whites Town, New York",-75.329557,43.1381536
2915,"Whitestown, New York",-75.329557,43.1381536
2916,"Whitetown, New York",-75.329557,43.1381536
2917,"Whitfield, Maine",-69.6253222,44.1700735
2918,"Whiting, Vermont",-73.2003929,43.8639503
2919,"Whitingham, Vermont",-72.885098,42.7892488
2920,"Whitmarsh, Pennsylvania",-75.2362381,40.1192546
2921,"Wilbraham, Massachusetts",-72.431586,42.1237206
2922,"Wild, Massachusetts",-71.509272,42.208518
2923,"Wilkes-Barre, Pennsylvania",-75.8813075,41.2459149
2924,"Wilkesbarre, Pennsylvania",-75.8813075,41.2459149
2925,"Wilksborough, New York",-74.0059413,40.7127837
2926,"Wilksburgh, New York",-74.0059413,40.7127837
2927,"Williams-Port, Maryland",-76.5149213,38.9891491
2928,"Williamsburg, Illinois",-89.0389605,38.2089389
2929,"Williamsburg, Maine",-69.1158772,45.3800501
2930,"Williamsburg, Massachusetts",-72.7300929,42.3928305
2931,"Williamsburgh, Maine",-69.1158772,45.3800501
2932,"Williamsburgh, Massachusetts",-72.7300929,42.3928305
2933,"Williamson, New York",-77.1861277,43.2239229
2934,"Williamsport, Maryland",-77.8205508,39.6006523
2935,"Williamstown, Massachusetts",-73.2036898,42.7120196
2936,"Williamstown, New York",-75.8899148,43.4239588
2937,"Williamstown, Vermont",-72.5414937,44.1217292
2938,"Willington, Connecticut",-72.2600655,41.8809434
2939,"Willink, New York",-73.9638889,40.6616667
2940,"Willisborough, New York",-73.397349,44.371248
2941,"Williston, Vermont",-73.099194,44.4454432
2942,"Willsboro, New York",-73.3911945,44.3579929
2943,"Willsborough, New York",-73.3911945,44.3579929
2944,"Willsburough, New York",-73.3911945,44.3579929
2945,"Wilmington, Massachusetts",-71.1724467,42.5481714
2946,"Wilmington, New York",-73.8154356,44.3886137
2947,"Wilmington, North Carolina",-77.9447102,34.2257255
2948,"Wilmington, Vermont",-72.8714468,42.8683889
2949,"Wilsborough, New York",-73.397349,44.371248
2950,"Wilton, Connecticut",-73.4378988,41.1953739
2951,"Wilton, Maine",-70.2280983,44.5926953
2952,"Wilton, Massachusetts",-71.7351077,42.8433943
2953,"Wilton, New York",-73.7442863,43.1800734
2954,"Winchendon, Massachusetts",-72.0439529,42.6871009
2955,"Winchester, Connecticut",-73.111356,41.9357632
2956,"Winchester, Tennessee",-86.1122071,35.1859163
2957,"Windham, Connecticut",-72.1570219,41.6998208
2958,"Windham, Maine",-70.398706,43.7588577
2959,"Windham, Massachusetts",-70.8911612,42.604261
2960,"Windham, New York",-74.2520875,42.3073065
2961,"Windham, Vermont",-72.7234481,43.1734338
2962,"Windslow, Maine",-69.6203137,44.5459679
2963,"Windsor, Connecticut",-72.6437022,41.8525984
2964,"Windsor, Maine",-69.580599,44.3106263
2965,"Windsor, Massachusetts",-73.0457124,42.5090217
2966,"Windsor, New York",-75.640462,42.0759128
2967,"Windsor, Vermont",-72.3865679,43.4799996
2968,"Winhall, Vermont",-72.9133169,43.1558097
2969,"Winsborough, New York",-74.0059413,40.7127837
2970,"Winslow, Maine",-69.6203137,44.5459679
2971,"Winslow, Massachusetts",-70.6730545,42.0713297
2972,"Winthrop, Maine",-69.9769721,44.3050332
2973,"Winthrop, Massachusetts",-70.9811334,42.3778173
2974,"Wiscasset, Maine",-69.665583,44.0028921
2975,"Wiscasset, Massachusetts",-71.226906,42.698534
2976,"Woburn, Massachusetts",-71.1522765,42.4792618
2977,"Wolcott, Connecticut",-72.9867718,41.6023196
2978,"Wolcott, New York",-76.8149578,43.2206218
2979,"Wolcott, Vermont",-72.4584429,44.5464417
2980,"Wommelsdorf, Pennsylvania",-76.1841139,40.3617591
2981,"Wood River, Illinois",-90.0976069,38.861159
2982,"Woodborough, Maryland",-77.3517508,39.0457952
2983,"Woodbridge, Connecticut",-73.0084385,41.352597
2984,"Woodbury, Connecticut",-73.2090025,41.5445404
2985,"Woodbury, Vermont",-72.4164957,44.4408888
2986,"Woodford, Vermont",-73.0795486,42.8803576
2987,"Woodsborough, Maryland",-77.279764,39.5094064
2988,"Woodstock, Connecticut",-71.9739625,41.9484307
2989,"Woodstock, Maine",-70.5994659,44.4010489
2990,"Woodstock, Massachusetts",-71.9739625,41.9484307
2991,"Woodstock, New York",-74.1181971,42.0409247
2992,"Woodstock, Vermont",-72.5185112,43.6242442
2993,"Wookstock, New York",-74.1181971,42.0409247
2994,"Woolwich, Maine",-69.8009529,43.9187038
2995,"Woolwich, Massachusetts",-71.3824374,42.4072107
2996,"Wooster, New York",-81.5521865,41.0542543
2997,"Worcester, Massachusetts",-71.8022934,42.2625932
2998,"Worcester, New York",-74.7504996,42.591717
2999,"Worcester, Vermont",-72.5496503,44.37331
3000,"Worthington, Massachusetts",-72.9356536,42.3973092
3001,"Wrentham, Massachusetts",-71.3281114,42.0667652
3002,"Yarmouth, Massachusetts",-70.2286681,41.7056291
3003,"Yonkers, New York",-73.8987469,40.9312099
3004,"York Town, New York",-77.8856212,42.8710697
3005,"York, Maine",-70.6482581,43.1617483
3006,"York, Massachusetts",-71.09062,42.1683965
3007,"York, New York",-77.8856212,42.8710697
3008,"York, Pennsylvania",-76.727745,39.9625984
3009,"Yorktown, New York",-73.8183804,41.2625965
3010,"Zimmermans, Pennsylvania",-78.641353,40.3650536
3011,"Albany, New York",-73.7562317,42.6525793
3012,"Alexandria, Virginia",-77.0469214,38.8048355
3013,"Annapolis, Maryland",-76.4921829,38.9784453
3014,"Baltimore, Maryland",-76.6121893,39.2903848
3015,"Boston, Massachusetts",-71.0588801,42.3600825
3016,"Camden, South Carolina",-80.6070237,34.2465393
3017,"Charleston City, South Carolina",-79.9310512,32.7764749
3018,"Charleston, South Carolina",-79.9310512,32.7764749
3019,"Elizabeth City, North Carolina",-76.2510461,36.2946008
3020,"Frederick, Maryland",-77.4105409,39.4142688
3021,"Georgetown, South Carolina",-79.2944964,33.376834
3022,"Harrisburgh, Pennsylvania",-76.8867008,40.2731911
3023,"Hudson, New York",-73.790959,42.2528649
3024,"Lancaster, Pennsylvania",-76.3055144,40.0378755
3025,"Meadville, Pennsylvania",-80.1514484,41.6414438
3026,"Middlebury, Vermont",-73.16734,44.0153371
3027,"Murfreesboro, Tennessee",-86.39027,35.8456213
3028,"Nashville, Tennessee",-86.7816016,36.1626638
3029,"Natchez, Mississippi",-91.403171,31.5604442
3030,"New Orleans, Louisiana",-90.0715323,29.9510658
3031,"New York City, New York",-74.0059413,40.7127837
3032,"New York, New York",-74.0059413,40.7127837
3033,"Newhaven, Vermont",-73.1535713,44.1243277
3034,"Pensacola, Florida",-87.2169149,30.421309
3035,"Petersburg, Virginia",-77.4019267,37.2279279
3036,"Philadelphia, Pennsylvania",-75.1652215,39.9525839
3037,"Philadephia, Pennsylvania",-75.1652215,39.9525839
3038,"Pittsburgh, Pennsylvania",-79.9958864,40.4406248
3039,"Richmond City, Virginia",-77.4360481,37.5407246
3040,"Richmond, Virginia",-77.4360481,37.5407246
3041,"Saint Louis, Missouri",-90.1994042,38.6270025
3042,"Savannah, Georgia",-81.0998342,32.0835407
3043,"Schenctady, New York",-73.9395687,42.8142432
3044,"Schenectady, New York",-73.9395687,42.8142432
3045,"Vergennes, Vermont",-73.2540111,44.1672771
3046,"Williamsburg, Virginia",-76.7074571,37.2707022
