x,towns,lon,lat
1588,"Peterburgh, New York",-73.3413948,42.7508272
1589,"Petersborough, New York",-73.3964701,40.9306302
1590,"Petersburg, New York",-73.3413948,42.7508272
1591,"Petersburgh, New York",-73.3413948,42.7508272
1592,"Petersham, Massachusetts",-72.186669,42.4837752
1593,"Pew, New York",-74.1354017,41.8239794
1594,"Pharsalia, New York",-75.781026,42.5828467
1595,"Phelps, New York",-77.057471,42.957564
1596,"Philadelphia, Vermont",-72.885943,43.9000642
1597,"Philips, New York",-75.7263617,42.0225767
1598,"Philipstown, New York",-73.9504774,41.4230072
1599,"Phillipe, New York",-73.8990252,41.5356492
1600,"Phillips, Maine",-70.3395105,44.8231127
1601,"Phillips, Massachusetts",-70.8807918,42.0447429
1602,"Phillips, New York",-76.4820529,42.4445768
1603,"Phillipsburg, Maine",-69.8147684,43.820638
1604,"Phillipsburg, Massachusetts",-69.8147684,43.820638
1605,"Phillipsburgh, Massachusetts",-69.8147684,43.820638
1606,"Phillipston, Massachusetts",-72.1328582,42.5486993
1607,"Phillipstown, New York",-73.9504774,41.4230072
1608,"Phippsburg, Maine",-69.8147684,43.820638
1609,"Phippsburg, Massachusetts",-71.3824374,42.4072107
1610,"Phipsburg, Maine",-69.8147684,43.820638
1611,"Phipsburg, Massachusetts",-71.3824374,42.4072107
1612,"Phipsburgh, Maine",-69.8147684,43.820638
1613,"Pickney, New York",-75.7836589,43.8286579
1614,"Piitsfield, Vermont",-72.8128828,43.7722884
1615,"Pinckney, New York",-75.7836589,43.8286579
1616,"Pinfield, New York",-77.475551,43.1303407
1617,"Pinkney, New York",-73.8241077,40.8867511
1618,"Pittsfield, Maine",-69.3833847,44.7825145
1619,"Pittsfield, Massachusetts",-73.2453824,42.4500845
1620,"Pittsfield, New Hampshire",-71.3242331,43.3058983
1621,"Pittsfield, New York",-75.2812794,42.638685
1622,"Pittsfield, Vermont",-72.8128828,43.7722884
1623,"Pittsford, New York",-77.5149969,43.0906186
1624,"Pittsford, Vermont",-73.0281647,43.7067329
1625,"Pittston, Maine",-69.7555995,44.2217367
1626,"Pittston, Massachusetts",-71.3824374,42.4072107
1627,"Pittstown, New York",-73.485114,42.8350778
1628,"Plainfield, Connecticut",-71.915073,41.6764876
1629,"Plainfield, Massachusetts",-72.9162075,42.5153633
1630,"Plainfield, New York",-75.1895576,42.8341831
1631,"Plainfield, Vermont",-72.4264926,44.2781151
1632,"Plantation No. 1, 3rd Range, Maine",-69.4454689,45.253783
1633,"Plantation No. 22, Massachusetts",-71.6461871,42.1531194
1634,"Plantation No. 3, Maine",-70.3664496,43.5870156
1635,"Plantation No. 6, Maine",-70.366896,43.586083
1636,"Plantation No. 7, Maine",-69.3345386,44.6114654
1637,"Platte Kill, New York",-74.0593872,41.6239741
1638,"Platte-Kill, New York",-74.0593872,41.6239741
1639,"Plattekill, New York",-74.0593872,41.6239741
1640,"Plattkill, New York",-74.0593872,41.6239741
1641,"Plattsburg, New York",-73.4529124,44.6994873
1642,"Plattsburgh, New York",-73.4529124,44.6994873
1643,"Pleasant Valley, New York",-73.8212439,41.7445382
1644,"Plimpton, Massachusetts",-70.8148435,41.9558953
1645,"Ploughill, Massachusetts",-71.3824374,42.4072107
1646,"Plymouth, Connecticut",-73.0528853,41.6720418
1647,"Plymouth, Massachusetts",-70.6672621,41.9584457
1648,"Plymouth, New York",-75.6024065,42.6170149
1649,"Plymouth, Vermont",-72.7219581,43.5354332
1650,"Plympton, Massachusetts",-70.8148435,41.9558953
1651,"Poland, Maine",-70.3936675,44.0606281
1652,"Poland, Massachusetts",-70.3936675,44.0606281
1653,"Pomfret, Connecticut",-71.9625736,41.8975977
1654,"Pomfret, New York",-79.3578201,42.387934
1655,"Pomfret, Vermont",-72.5159287,43.704791
1656,"Pompey, New York",-76.0160326,42.8989556
1657,"Porter, Maine",-70.9332266,43.7961667
1658,"Porter, Massachusetts",-71.119149,42.3884
1659,"Porter, New York",-78.9853813,43.2493407
1660,"Porterfield, Massachusetts",-71.3824374,42.4072107
1661,"Portland, Maine",-70.2553259,43.661471
1662,"Portland, Massachusetts",-72.654684,42.077535
1663,"Portsmouth, New Hampshire",-70.7625532,43.0717552
1664,"Portsmouth, Rhode Island",-71.2503257,41.6023245
1665,"Potsdam, New York",-74.9813084,44.6697805
1666,"Poughkeepsie, New York",-73.9209701,41.7003713
1667,"Poultney, Vermont",-73.2362261,43.5170325
1668,"Pound Ridge, New York",-73.57482,41.208442
1669,"Pound-Ridge, New York",-73.57482,41.208442
1670,"Poundridge, New York",-73.57482,41.208442
1671,"Pownal, Maine",-70.1803764,43.9133191
1672,"Pownal, Massachusetts",-73.2269461,42.792313
1673,"Pownal, Vermont",-73.2269461,42.792313
1674,"Pownalboro, Massachusetts",-71.3824374,42.4072107
1675,"Prattsburg, New York",-77.2890644,42.5236449
1676,"Preble, New York",-76.1482602,42.7353459
1677,"Prescott, Massachusetts",-71.7798159,42.3893588
1678,"Preston, Connecticut",-72.0112598,41.5224785
1679,"Preston, New York",-75.6232418,42.5339602
1680,"Prince Town, New York",-74.200064,40.525507
1681,"Princeton, Massachusetts",-71.877296,42.4487019
1682,"Princeton, New York",-74.0066181,40.7425879
1683,"Princetown, Massachusetts",-70.1786425,42.0584412
1684,"Princetown, New York",-74.0645709,42.7789649
1685,"Prospect, Maine",-68.8647555,44.5531298
1686,"Prospect, Massachusetts",-72.5056139,42.0476725
1687,"Providence, New York",-74.0535126,43.1060531
1688,"Providence, Rhode Island",-71.4128343,41.8239891
1689,"Provincetown, Massachusetts",-70.1786425,42.0584412
1690,"Puetney, New York",-73.7083308,40.6807334
1691,"Pulteney, New York",-77.167196,42.5250703
1692,"Pultney, New York",-77.167196,42.5250703
1693,"Putnam, Maine",-69.3676576,44.2735583
1694,"Putnam, Massachusetts",-71.8689917,41.9046012
1695,"Putney, Vermont",-72.5217237,42.975268
1696,"Queeensbury, New York",-73.6771662,43.353627
1697,"Queensborough, New York",-73.8283991,40.7138119
1698,"Queensburgh, New York",-74.0059413,40.7127837
1699,"Queensbury, New York",-73.6771662,43.353627
1700,"Queesbury, New York",-73.6771662,43.353627
1701,"Quincy, Massachusetts",-71.0022705,42.2528772
1702,"Ramsen, New York",-75.1868317,43.3270136
1703,"Randolph, Massachusetts",-71.042551,42.1619739
1704,"Randolph, Vermont",-72.6656948,43.9247446
1705,"Raymond, Maine",-70.468437,43.9015631
1706,"Raymond, Massachusetts",-71.1833857,43.0362094
1707,"Raymondston, Massachusetts",-71.3824374,42.4072107
1708,"Raynham, Massachusetts",-71.0731162,41.9487077
1709,"Readfield, Maine",-69.9667188,44.3878453
1710,"Readfield, Massachusetts",-71.0748659,42.3209501
1711,"Reading, Connecticut",-73.3929,41.30454
1712,"Reading, Massachusetts",-71.0952891,42.5256563
1713,"Reading, New York",-76.9412601,42.4069975
1714,"Reading, Vermont",-72.5914616,43.4893362
1715,"Readsboro, Vermont",-72.9470426,42.7718758
1716,"Readsborough, Vermont",-72.9511425,42.7732698
1717,"Red Hook, New York",-74.0094471,40.6772802
1718,"Red-Hook, New York",-74.0094471,40.6772802
1719,"Redfield, New York",-75.8215792,43.5331257
1720,"Redhook, New York",-74.0094471,40.6772802
1721,"Redman, New York",-74.0058089,40.7423429
1722,"Reedsborough, Vermont",-72.5778415,44.5588028
1723,"Rehoboth, Massachusetts",-71.2393933,41.8470056
1724,"Remsen, New York",-75.1868317,43.3270136
1725,"Rennsaelerville, New York",-74.1379131,42.5161888
1726,"Rennselaerville, New York",-74.1379131,42.5161888
1727,"Rensselaer, New York",-73.742898,42.6425794
1728,"Rensselaersville, New York",-74.1379131,42.5161888
1729,"Rensselaerville, New York",-74.1379131,42.5161888
1730,"Rensselaerwick, New York",-74.0059413,40.7127837
1731,"Rensselaerwyck, New York",-74.0059413,40.7127837
1732,"Renssellaerwick, New York",-74.0059413,40.7127837
1733,"Reupert, Vermont",-73.2228853,43.2597979
1734,"Rhinebeck, New York",-73.9074372,41.9318294
1735,"Rhynebeck, New York",-73.9074372,41.9318294
1736,"Richfield, New York",-75.0540468,42.8572942
1737,"Richford, Vermont",-72.6713018,44.9969955
1738,"Richland, New York",-76.0502046,43.5692838
1739,"Richmond, Maine",-69.8025788,44.0880682
1740,"Richmond, Massachusetts",-73.3676804,42.3729519
1741,"Richmond, Rhode Island",-71.6708363,41.4944764
1742,"Richmond, Vermont",-72.9924128,44.4053135
1743,"Ridgefield, Connecticut",-73.4975412,41.2840635
1744,"Ridgefield, New York",-73.4975412,41.2840635
1745,"Riga, New York",-77.8838984,43.0695057
1746,"Ripley, Maine",-69.3717134,44.9911704
1747,"Ripley, Massachusetts",-72.5186599,42.5186442
1748,"River Head, New York",-72.6620402,40.9170435
1749,"Riverhead, New York",-72.6620402,40.9170435
1750,"Robbinston, Maine",-67.1094283,45.0781324
1751,"Robbinston, Massachusetts",-71.3824374,42.4072107
1752,"Robinston, Maine",-67.1094283,45.0781324
1753,"Rochester, Massachusetts",-70.8452677,41.7549658
1754,"Rochester, New Hampshire",-70.9756186,43.304526
1755,"Rochester, New York",-77.6109219,43.16103
1756,"Rochester, Vermont",-72.808018,43.8745646
1757,"Rockingham, Vermont",-72.4889288,43.1876028
1758,"Rockland, New York",-73.9830029,41.1489458
1759,"Rodman, New York",-75.9406679,43.8512135
1760,"Rome, Maine",-69.903486,44.5722051
1761,"Rome, Massachusetts",-71.3046097,41.9401202
1762,"Rome, New York",-75.4557303,43.2128473
1763,"Romullus, New York",-76.834038,42.7525461
1764,"Romulus, New York",-76.834038,42.7525461
1765,"Rossie, New York",-75.6549495,44.3786699
1766,"Rotterdam, New York",-73.9709583,42.7870209
1767,"Rowe, Massachusetts",-72.899542,42.6934166
1768,"Rowley, Massachusetts",-70.8787277,42.7167483
1769,"Roxbury, Connecticut",-73.3087285,41.5564843
1770,"Roxbury, Massachusetts",-71.0913748,42.3151978
1771,"Roxbury, New York",-74.5547222,42.3004166
1772,"Roxbury, Vermont",-72.7329823,44.0939388
1773,"Royalston, Massachusetts",-72.1878604,42.6775856
1774,"Royalston, Vermont",-72.5427505,43.8176574
1775,"Royalton, Vermont",-72.5427505,43.8176574
1776,"Rumford, Maine",-70.5508829,44.5536606
1777,"Rumford, Massachusetts",-71.3557165,41.8462161
1778,"Rupert, Vermont",-73.2228853,43.2597979
1779,"Rush, New York",-77.6298188,42.9954553
1780,"Russell, Massachusetts",-72.8591256,42.189861
1781,"Russell, New York",-75.1499264,44.4295059
1782,"Russia, New York",-75.0821053,43.2586801
1783,"Rutland, Massachusetts",-71.9481211,42.3695086
1784,"Rutland, New York",-75.7836589,43.9410279
1785,"Rutland, Vermont",-72.9726065,43.6106237
1786,"Rye, New Hampshire",-70.7695547,43.0019301
1787,"Rye, New York",-73.6837399,40.9806535
1788,"Ryegate, Vermont",-72.1160864,44.2387639
1789,"Saco, Maine",-70.4428286,43.5009176
1790,"Saco, Massachusetts",-70.392127,43.5019408
1791,"Saint Albans, Maine",-69.4100475,44.9100606
1792,"Saint Albans, Massachusetts",-71.1070444,42.3340632
1793,"Saint Albans, Vermont",-73.0835582,44.8107132
1794,"Saint George, Maine",-69.1989341,44.0164709
1795,"Saint George, Massachusetts",-71.198285,42.198867
1796,"Saint George, Vermont",-73.1253641,44.3775898
1797,"Saint Johnsbury, Vermont",-72.0151183,44.4192627
1798,"Salem, Massachusetts",-70.8967155,42.51954
1799,"Salem, New York",-73.3276101,43.1722983
1800,"Salem, Vermont",-73.3276101,43.1722983
1801,"Salibury, New York",-73.5601266,40.7456559
1802,"Salina, New York",-76.1725774,43.1071066
1803,"Salisbury, Connecticut",-73.4212318,41.983426
1804,"Salisbury, Massachusetts",-70.8605982,42.841723
1805,"Salisbury, New York",-73.5601266,40.7456559
1806,"Salisbury, Vermont",-73.0998363,43.8964511
1807,"Sandersfield, Massachusetts",-73.1431637,42.1125914
1808,"Sandford, Massachusetts",-70.7688621,43.4296727
1809,"Sandgate, Vermont",-73.1994243,43.1477916
1810,"Sandisfield, Massachusetts",-73.1431637,42.1125914
1811,"Sandlake, New York",-73.5406697,42.6373017
1812,"Sandwich, Massachusetts",-70.4939317,41.7589615
1813,"Sandwich, New Hampshire",-71.4104696,43.7908703
1814,"Sanford, Maine",-70.7742804,43.4391627
1815,"Sanford, Massachusetts",-70.7688621,43.4296727
1816,"Sangerfield, New York",-75.3790591,42.9139589
1817,"Sangersfield, New York",-75.3790591,42.9139589
1818,"Sangertius, New York",-74.0059413,40.7127837
1819,"Sangertuis, New York",-73.9529126,42.0775906
1820,"Sangerville, Maine",-69.357317,45.1645956
1821,"Sangerville, Massachusetts",-71.3824374,42.4072107
1822,"Saranac, New York",-73.7434754,44.6514318
1823,"Saratoga (E.H.R.), New York",-73.6300729,43.0448483
1824,"Saratoga, New York",-73.6300729,43.0448483
1825,"Saugus, Massachusetts",-71.0110473,42.4651421
1826,"Savoy, Massachusetts",-73.0287112,42.5667512
1827,"Saybrook, Connecticut",-72.5459069,41.4972424
1828,"Scaghiticoke, New York",-73.5853939,42.9000773
1829,"Scaghticoke, New York",-73.5853939,42.9000773
1830,"Scarboro, Massachusetts",-71.4122512,42.0544259
1831,"Scarborough, Maine",-70.3344921,43.5901974
1832,"Scarborough, Massachusetts",-70.3130255,43.6178538
1833,"Scaresdale, New York",-73.7845768,41.0050977
1834,"Scarsdale, New York",-73.7845768,41.0050977
1835,"Scaticoke, New York",-73.5853939,42.9000773
1836,"Scatikoke, New York",-73.5853939,42.9000773
1837,"Schaghtcoke, New York",-73.5853939,42.9000773
1838,"Schaghticoke, New York",-73.5853939,42.9000773
1839,"Schaghtioke, New York",-73.5853939,42.9000773
1840,"Schagticoke, New York",-73.5853939,42.9000773
1841,"Scharoon, New York",-73.7618292,43.8383684
1842,"Schaticocke, New York",-73.5853939,42.9000773
1843,"Schaticoke, New York",-73.5853939,42.9000773
1844,"Schaticook, New York",-73.5853939,42.9000773
1845,"Schaughitocke, New York",-73.5853939,42.9000773
1846,"Schaughticok, New York",-73.5853939,42.9000773
1847,"Schaughticoke, New York",-73.5853939,42.9000773
1848,"Schenactady, New York",-73.9395687,42.8142432
1849,"Schenectady, New York",-73.9395687,42.8142432
1850,"Schlosser, New York",-73.9700086,40.8505859
1851,"Schodach, New York",-73.6771662,42.5191196
1852,"Schodack, New York",-73.6771662,42.5191196
1853,"Schoharie, New York",-74.3095787,42.6659087
1854,"Schoharry, New York",-74.3095787,42.6659087
1855,"Schohary, New York",-74.3095787,42.6659087
1856,"Schreor, New York",-74.0059413,40.7127837
1857,"Schroon, New York",-73.7618292,43.8383684
1858,"Schuyler, New York",-75.0912706,43.0986809
1859,"Scipio, New York",-76.5719414,42.7874635
1860,"Scituate, Massachusetts",-70.7258633,42.195929
1861,"Scituate, Rhode Island",-71.6198686,41.7964495
1862,"Seabrook, New Hampshire",-70.8655074,42.8909615
1863,"Searsmont, Maine",-69.1950411,44.3617419
1864,"Searsmont, Massachusetts",-71.3824374,42.4072107
1865,"Sebec, Maine",-69.1167087,45.2714408
1866,"Sebec, Massachusetts",-70.88009,41.634048
1867,"Seboois, Maine",-68.7111424,45.3631091
1868,"Sedgewick, Maine",-68.6155184,44.3040651
1869,"Sedgwick, Maine",-68.6155184,44.3040651
1870,"Sedgwick, Massachusetts",-71.1131202,42.308654
1871,"Seekonk, Massachusetts",-71.3369972,41.808434
1872,"Sempronius, New York",-76.3152098,42.7295134
1873,"Senaca, New York",-76.8720961,42.7651891
1874,"Seneca, New York",-76.8720961,42.7651891
1875,"Senneca, New York",-76.8720961,42.7651891
1876,"Shaftsbury, Vermont",-73.1955094,43.0036753
1877,"Shandaken, New York",-74.3954274,42.1200896
1878,"Shapleigh, Maine",-70.8481164,43.5406359
1879,"Shapleigh, Massachusetts",-71.0605695,42.7692421
1880,"Sharon, Connecticut",-73.4768697,41.8793754
1881,"Sharon, Massachusetts",-71.1786237,42.1236499
1882,"Sharon, New York",-74.5324165,42.7609688
1883,"Sharon, Vermont",-72.4541709,43.7852344
1884,"Shawangunk, New York",-74.1944529,41.6284438
1885,"Shawungonck, New York",-74.1944529,41.6284438
1886,"Shawungunk, New York",-74.1944529,41.6284438
1887,"Sheffield, Massachusetts",-73.3551436,42.1099885
1888,"Sheffield, Vermont",-72.1139881,44.6019975
1889,"Shelbourne, Vermont",-73.227626,44.3806065
1890,"Shelburn, Vermont",-73.227626,44.3806065
1891,"Shelburne, Massachusetts",-72.6884244,42.5898074
1892,"Shelburne, Vermont",-73.227626,44.3806065
1893,"Shelden, New York",-78.4185679,42.755897
1894,"Sheldon, New York",-78.4186302,42.7372826
1895,"Sheldon, Vermont",-72.9429124,44.8817124
1896,"Shelter Island, New York",-72.3386939,41.0681549
1897,"Shepardsfield, Massachusetts",-71.3824374,42.4072107
1898,"Shepardston, Massachusetts",-72.3572557,42.667727
1899,"Sherborn, Massachusetts",-71.3697813,42.2389857
1900,"Sherborn, New York",-74.0059413,40.7127837
1901,"Sherborne, New York",-77.4494555,43.2461516
1902,"Sherburn, Massachusetts",-71.3697813,42.2389857
1903,"Sherburne, Massachusetts",-70.112295,41.293142
1904,"Sherburne, New York",-75.4985123,42.6781266
1905,"Sherburne, Vermont",-73.227626,44.3806065
1906,"Sherman, Connecticut",-73.497418,41.5786417
1907,"Shetlter Island, New York",-72.3386939,41.0681549
1908,"Shirley, Massachusetts",-71.6495176,42.5437035
1909,"Shoreham, Vermont",-73.3159515,43.8936708
1910,"Shrewsbury, Massachusetts",-71.7128471,42.2959267
1911,"Shrewsbury, Vermont",-72.8667686,43.5089588
1912,"Shutesbury, Massachusetts",-72.4098077,42.4564779
1913,"Sidney, Maine",-69.7226248,44.4530868
1914,"Sidney, Massachusetts",-71.1036226,42.359392
1915,"Sidney, New York",-75.3915665,42.3148024
1916,"Simpronius, New York",-76.3152098,42.7295134
1917,"Simsbury, Connecticut",-72.827915,41.8540094
1918,"Smith Town, New York",-73.2006687,40.8559314
1919,"Smithfield, New York",-73.599449,41.884918
1920,"Smithfield, Rhode Island",-71.5495101,41.9220496
1921,"Smithfield, Vermont",-72.9456936,44.8019921
1922,"Smithtown, New York",-73.2006687,40.8559314
1923,"Smithville, New York",-75.7548654,42.4233064
1924,"Smyrna, New York",-75.5707376,42.6872921
1925,"Sodus, New York",-77.0613618,43.2378428
1926,"Solon, Maine",-69.858391,44.949502
1927,"Solon, Massachusetts",-72.6115615,42.5867079
1928,"Solon, New York",-76.0168688,42.5970144
1929,"Somers, Connecticut",-72.4460798,41.9851929
1930,"Somerset, Massachusetts",-71.1286194,41.7695425
1931,"Somerset, Vermont",-72.9862472,42.9502858
1932,"Somerstown, New York",-73.6701585,41.3435909
1933,"Somersworth, New Hampshire",-70.8653372,43.2617503
1934,"South Berwick, Maine",-70.8095018,43.2345292
1935,"South Berwick, Massachusetts",-71.1696825,42.2826875
1936,"South Brimfield, Massachusetts",-72.2005059,42.1225482
1937,"South East, New York",-74.0059413,40.7127837
1938,"South Hadley, Massachusetts",-72.5747934,42.2591729
1939,"South Hampton, New York",-73.2609255,43.5198973
1940,"South Hempstead, New York",-73.6154064,40.6809354
1941,"South Hempsted, New York",-73.6154064,40.6809354
1942,"South Hero, Vermont",-73.3023532,44.6453228
1943,"South Hold, New York",-72.4261962,41.0648222
1944,"South Kingstown, Rhode Island",-71.524667,41.4475686
1945,"South Reading, Massachusetts",-71.0723391,42.5039395
1946,"South Salem, New York",-73.5523849,41.2728649
1947,"South-East, New York",-74.0059413,40.7127837
1948,"Southampton, Massachusetts",-72.7300929,42.2292572
1949,"Southampton, New York",-72.3895296,40.884267
1950,"Southboro, Massachusetts",-71.60452,42.212016
1951,"Southborough, Massachusetts",-71.5245087,42.3056501
1952,"Southbridge, Massachusetts",-72.0333905,42.0751065
1953,"Southbury, Connecticut",-73.2133715,41.4793072
1954,"Southeast, New York",-73.6300729,41.3917065
1955,"Southeastown, New York",-74.0364279,41.7393391
1956,"Southfield, New York",-73.8187544,40.9278346
1957,"Southhold, New York",-72.4261962,41.0648222
1958,"Southington, Connecticut",-72.8776013,41.5964869
1959,"Southold, New York",-72.4261962,41.0648222
1960,"Southwick, Massachusetts",-72.7703724,42.0548167
1961,"Spafford, New York",-76.2649296,42.804512
1962,"Sparta, New York",-77.6765184,42.6054111
1963,"Spencer, Massachusetts",-71.9922867,42.2439682
1964,"Springfield, Massachusetts",-72.589811,42.1014831
1965,"Springfield, New York",-74.8534838,42.836184
1966,"Springfield, Vermont",-72.4823117,43.2984078
1967,"Springport, New York",-76.675922,42.8477265
1968,"Stafford, Connecticut",-72.3162523,41.984407
1969,"Stafford, Vermont",-72.488598,44.191641
1970,"Stamford, Connecticut",-73.5387341,41.0534302
1971,"Stamford, New York",-74.614318,42.4073024
1972,"Stamford, Vermont",-73.0679253,42.7561535
1973,"Standford, New York",-73.6771662,41.9037411
1974,"Standish, Maine",-70.5509356,43.7355927
1975,"Standish, Massachusetts",-70.7550403,42.1070464
1976,"Stanford, New York",-73.6771662,41.9037411
1977,"Stanford, Vermont",-73.0679253,42.7561535
1978,"Stark, Massachusetts",-71.8597687,42.281816
1979,"Starks, Maine",-69.9661708,44.7306156
1980,"Starks, Massachusetts",-72.7204115,42.73375
1981,"Starksboro, Vermont",-73.0573427,44.2272782
1982,"Starksborough, Vermont",-73.0573427,44.2272782
1983,"Stephen Town, New York",-73.3739973,42.5486929
1984,"Stephen-Town, New York",-73.3739973,42.5486929
1985,"Stephen, New York",-73.901929,40.697593
1986,"Stephenstown, New York",-73.3739973,42.5486929
1987,"Stephentown, New York",-73.3739973,42.5486929
1988,"Sterling, Connecticut",-71.8290112,41.7073744
1989,"Sterling, Massachusetts",-71.7606293,42.4374156
1990,"Sterling, New York",-76.6449491,43.3259005
1991,"Sterling, Vermont",-72.7761472,44.5437343
1992,"Stetson Plantation, Maine",-69.4454689,45.253783
1993,"Steuben, Maine",-67.9652562,44.5107169
1994,"Steuben, Massachusetts",-72.5153491,42.1464296
1995,"Steuben, New York",-75.2829465,43.3200694
1996,"Stevenstown, New York",-73.3739973,42.5486929
1997,"Steventown, New York",-73.3739973,42.5486929
1998,"Still Water, New York",-73.6531731,42.9384101
1999,"Stillwater, Massachusetts",-72.6826551,41.8338191
2000,"Stillwater, New York",-73.6531731,42.9384101
2001,"Stockbridge, Massachusetts",-73.3203862,42.2875874
2002,"Stockbridge, Vermont",-72.7538555,43.7839353
2003,"Stockholm, New York",-74.8397652,44.7563928
2004,"Stoneham, Massachusetts",-71.0999719,42.4802469
2005,"Stonington, Connecticut",-71.9058854,41.3358915
2006,"Stoughton, Massachusetts",-71.1092012,42.1229099
2007,"Stow, Massachusetts",-71.5056199,42.4370374
2008,"Stow, Vermont",-72.6874023,44.4654332
2009,"Stowe, Vermont",-72.6874023,44.4654332
2010,"Strafford, Vermont",-72.3778728,43.8664568
2011,"Stratford, Connecticut",-73.1331651,41.1845415
2012,"Stratford, New York",-74.6968146,43.1797921
2013,"Stratham, New Hampshire",-70.9163873,43.0228677
2014,"Stratton, Vermont",-72.9109334,43.0428562
2015,"Strong, Maine",-70.2208981,44.8075572
2016,"Strong, Massachusetts",-72.673369,42.232274
2017,"Stroudwater, Massachusetts",-70.2876404,43.6613602
2018,"Stuben, Maine",-67.9652562,44.5107169
2019,"Sturbridge, Massachusetts",-72.0787059,42.1084122
2020,"Sudbury, Massachusetts",-71.4161725,42.3834278
2021,"Sudbury, Vermont",-73.2045583,43.7992291
2022,"Suffield, Connecticut",-72.7017741,41.9915062
2023,"Suffrage, New York",-74.0059413,40.7127837
2024,"Sullivan, Maine",-68.1518287,44.5265074
2025,"Sullivan, Massachusetts",-71.076994,42.383975
2026,"Sullivan, New York",-75.8468569,43.0545116
2027,"Sumner, Maine",-70.4383944,44.3920113
2028,"Sumner, Massachusetts",-71.1151431,42.3097365
2029,"Sunderland, Massachusetts",-72.5795115,42.4663727
2030,"Sunderland, Vermont",-73.1180595,43.1113938
2031,"Sunkhayze, Maine",-67.599161,44.6503551
2032,"Sunkhaze, Maine",-68.5739009,44.9792053
2033,"Surry, Maine",-68.5016874,44.4959099
2034,"Surry, Massachusetts",-71.1810126,42.423561
2035,"Sutton, Massachusetts",-71.7632878,42.1500353
2036,"Sutton, Vermont",-72.0256525,44.6331085
2037,"Swansea, Massachusetts",-71.1895617,41.748162
2038,"Swansville, Maine",-68.9978129,44.5211855
2039,"Swanton, Vermont",-73.1242977,44.9180982
2040,"Swanville, Maine",-68.9978129,44.5211855
2041,"Swanville, Massachusetts",-71.3824374,42.4072107
2042,"Sweden, Maine",-70.8228959,44.133285
2043,"Sweden, Massachusetts",-71.051268,42.3503979
2044,"Sweden, New York",-77.9510209,43.1726909
2045,"Taunton, Massachusetts",-71.0897674,41.900101
2046,"Temple, Maine",-70.2264519,44.6850592
2047,"Temple, Massachusetts",-70.956842,42.0813679
2048,"Templeton, Massachusetts",-72.067579,42.555644
2049,"Tenmouth, Vermont",-73.0495501,43.448682
2050,"Tennessee, New York",-74.2126853,40.5089712
2051,"Tewksbury, Massachusetts",-71.2342248,42.6106478
2052,"Thetford, Vermont",-72.2434689,43.8250578
2053,"Thomaston, Maine",-69.1816955,44.0789574
2054,"Thomaston, Massachusetts",-73.0176471,41.575503
2055,"Thomastown, Maine",-69.1816955,44.0789574
2056,"Thomastown, Massachusetts",-70.8400391,41.8753803
2057,"Thompson, Connecticut",-71.8792264,41.9840732
2058,"Thompson, New York",-74.663464,41.6543833
2059,"Thompsonboro, Massachusetts",-71.3824374,42.4072107
2060,"Thorndike, Maine",-69.236966,44.6029084
2061,"Thorndike, Massachusetts",-72.3356375,42.1875933
2062,"Thurman, New York",-73.915959,43.5334001
2063,"Ticonderoga, New York",-73.4234531,43.8486707
2064,"Tielly, New York",-74.0059413,40.7127837
2065,"Tinmouth, Vermont",-73.0495501,43.448682
2066,"Tioga, New York",-76.34791,42.056903
2067,"Tisbury, Massachusetts",-70.6141097,41.4558899
2068,"Tiverton, Rhode Island",-71.2134231,41.6259211
2069,"Tolland, Connecticut",-72.3686931,41.8714865
2070,"Tolland, Massachusetts",-73.0118668,42.0813879
2071,"Tolland, New York",-73.0118668,42.0813879
2072,"Tompkins, New York",-76.5488232,42.4575747
2073,"Topsfield, Massachusetts",-70.9495053,42.6375941
2074,"Topsham, Maine",-69.9759459,43.9275435
2075,"Topsham, Massachusetts",-69.9619281,43.9096758
2076,"Topsham, Vermont",-72.2550956,44.1281193
2077,"Topshaw, Vermont",-72.2550956,44.1281193
2078,"Torrington, Connecticut",-73.1211715,41.8003049
2079,"Townsend, Massachusetts",-71.7051265,42.6667718
2080,"Townsend, Vermont",-72.6678428,43.0472267
2081,"Townshend, Vermont",-72.6678428,43.0472267
2082,"Trenton, Maine",-68.3700178,44.4389668
2083,"Trenton, Massachusetts",-68.3700178,44.4389668
2084,"Trenton, New York",-75.2245693,43.228708
2085,"Troupsburg, New York",-77.5460982,42.0436813
2086,"Troupsburgh, New York",-77.5460982,42.0436813
2087,"Troy, Massachusetts",-72.1771541,42.8314347
2088,"Troy, New York",-73.6917851,42.7284117
2089,"Troy, Vermont",-72.4058438,44.9042338
2090,"Trumbull, Connecticut",-73.2006639,41.2428563
2091,"Truro, Massachusetts",-70.0490107,41.99477
2092,"Truxton, New York",-76.0285349,42.7120125
2093,"Tryingham, Massachusetts",-73.2037171,42.2459215
2094,"Tully, New York",-76.1093695,42.7981229
2095,"Tunbridge, Vermont",-72.4782827,43.9198761
2096,"Turin, New York",-75.4112896,43.6272915
2097,"Turloch, New York",-74.0059413,40.7127837
2098,"Turnbridge, Vermont",-72.4782827,43.9198761
2099,"Turner, Maine",-70.2561671,44.2564588
2100,"Turner, Massachusetts",-71.2846432,42.0811509
2101,"Turnin, New York",-75.4112896,43.6272915
